# of domain, cohortId1, cohortId2, cohort diff
748 , 315 , 9375 , -9060
749 , 315 , 7754 , -7439
750 , 315 , 7754 , -7439
751 , 315 , 7754 , -7439
752 , 315 , 7754 , -7439
753 , 315 , 7754 , -7439
754 , 315 , 7754 , -7439
755 , 315 , 7754 , -7439
756 , 315 , 7754 , -7439
757 , 315 , 7754 , -7439
758 , 315 , 7754 , -7439
759 , 315 , 7754 , -7439
760 , 315 , 7754 , -7439
761 , 315 , 7754 , -7439
762 , 315 , 7754 , -7439
763 , 315 , 7754 , -7439
764 , 315 , 7754 , -7439
765 , 315 , 7754 , -7439
766 , 315 , 7754 , -7439
767 , 315 , 7754 , -7439
768 , 315 , 7754 , -7439
769 , 315 , 7754 , -7439
770 , 315 , 7754 , -7439
771 , 315 , 7754 , -7439
772 , 315 , 7754 , -7439
773 , 315 , 7754 , -7439
774 , 315 , 7754 , -7439
775 , 315 , 7754 , -7439
776 , 315 , 7754 , -7439
777 , 315 , 7754 , -7439
778 , 315 , 7754 , -7439
779 , 315 , 7754 , -7439
780 , 315 , 7754 , -7439
781 , 315 , 7754 , -7439
782 , 315 , 315 , 0
783 , 315 , 315 , 0
784 , 315 , 315 , 0
785 , 315 , 315 , 0
786 , 315 , 315 , 0
787 , 315 , 315 , 0
788 , 315 , 315 , 0
789 , 315 , 315 , 0
790 , 315 , 315 , 0
791 , 315 , 315 , 0
792 , 315 , 315 , 0
793 , 315 , 315 , 0
794 , 315 , 315 , 0
795 , 315 , 315 , 0
796 , 315 , 315 , 0
797 , 315 , 315 , 0
798 , 315 , 315 , 0
799 , 315 , 315 , 0
800 , 315 , 315 , 0
801 , 315 , 315 , 0
802 , 315 , 315 , 0
803 , 315 , 315 , 0
804 , 315 , 315 , 0
805 , 315 , 315 , 0
806 , 315 , 315 , 0
807 , 315 , 315 , 0
808 , 315 , 315 , 0
809 , 315 , 315 , 0
810 , 315 , 315 , 0
811 , 315 , 315 , 0
812 , 315 , 315 , 0
813 , 315 , 315 , 0
814 , 315 , 315 , 0
815 , 315 , 315 , 0
816 , 315 , 315 , 0
817 , 315 , 315 , 0
818 , 315 , 315 , 0
819 , 315 , 315 , 0
820 , 315 , 315 , 0
821 , 315 , 315 , 0
822 , 315 , 315 , 0
823 , 315 , 315 , 0
824 , 315 , 315 , 0
825 , 315 , 315 , 0
826 , 315 , 315 , 0
827 , 315 , 315 , 0
828 , 315 , 315 , 0
829 , 315 , 315 , 0
830 , 315 , 315 , 0
831 , 315 , 315 , 0
832 , 315 , 315 , 0
833 , 315 , 315 , 0
834 , 315 , 315 , 0
835 , 315 , 315 , 0
836 , 315 , 315 , 0
837 , 315 , 315 , 0
838 , 315 , 315 , 0
839 , 315 , 315 , 0
840 , 315 , 315 , 0
841 , 315 , 315 , 0
842 , 315 , 315 , 0
843 , 315 , 315 , 0
844 , 315 , 315 , 0
845 , 315 , 315 , 0
846 , 315 , 315 , 0
847 , 315 , 315 , 0
848 , 315 , 315 , 0
849 , 315 , 315 , 0
850 , 315 , 315 , 0
851 , 315 , 315 , 0
852 , 315 , 315 , 0
